ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
14344,360000,2,2,1,27,0,0,0,0,0,0,241584,249687,250227,123146,101486,93700
14345,230000,2,2,1,42,0,0,0,0,2,0,5838,6369,6790,8171,7396,7757
14346,30000,1,3,2,28,1,2,2,2,0,0,25554,28031,28345,27591,28218,29880
14347,4.00E+05,2,2,1,45,0,0,0,0,0,0,9083,12641,15377,14757,44843,6622
14348,20000,1,2,2,47,2,0,0,0,0,0,19401,19670,19839,20236,19807,19843
14349,1.00E+05,2,2,2,26,0,0,0,0,0,0,1508,6186,2208,1823,1516,3378
14350,340000,1,2,1,43,1,0,0,0,0,0,0,0,0,0,0,0
14351,30000,2,2,2,22,0,0,0,0,0,0,27849,29094,29352,29766,19933,10921
14352,440000,1,3,1,38,2,0,2,0,0,0,775,1550,775,775,925,775
14353,1.00E+05,1,2,1,46,2,0,0,0,0,0,390,390,370,0,780,0
14354,30000,2,3,2,28,0,0,0,0,0,0,25354,24826,25412,21658,980,55
14355,20000,1,2,2,43,1,2,0,0,0,0,20251,19637,19539,20080,18855,20130
14356,2.00E+05,1,2,1,40,1,2,2,0,0,0,303719,268163,228720,234177,201490,190721
14357,180000,1,2,2,34,0,0,0,0,0,0,167604,162774,148961,78024,72989,75454
14358,50000,2,2,2,34,0,0,0,0,0,0,23264,13573,13876,13789,725,0
14359,210000,2,2,2,27,0,0,0,0,0,0,115583,130020,133963,115989,101628,104809
14360,210000,2,2,2,24,0,0,0,0,0,0,94681,96920,98562,100329,103697,91408
14361,220000,2,1,1,36,0,0,2,0,0,0,190691,206000,194930,130938,134664,140238
14362,240000,1,1,1,36,2,0,0,0,0,2,183360,187637,191846,194485,206747,203388
14363,2.00E+05,1,2,2,33,0,0,0,0,0,0,6195,2645,3416,3916,4248,5068
14364,20000,1,2,2,46,0,0,0,0,0,0,19401,20650,0,0,0,0
14365,180000,2,1,1,33,0,0,2,0,0,2,13999,17829,6608,17087,17993,8662
14366,90000,2,1,2,26,2,0,0,0,0,0,89526,89149,85301,65463,65923,67269
14367,130000,1,3,1,56,0,0,0,0,0,0,582,0,582,291,441,441
14368,1.00E+05,1,1,1,51,2,2,2,2,2,2,87603,93461,95022,95972,98283,97819
14369,450000,2,1,2,54,1,0,0,0,0,0,0,0,0,3990,30050,9993
14370,210000,1,2,1,42,0,0,0,0,0,0,88498,168938,79989,69800,54256,48256
14371,380000,2,2,2,28,0,0,0,0,0,0,123880,105184,69221,46858,33060,27047
14372,20000,2,2,1,39,0,0,2,2,2,0,20246,36350,18910,33500,0,20000
14373,50000,2,1,2,27,0,0,0,0,0,2,51076,50816,47977,34783,20570,20047
14374,50000,2,1,2,24,0,0,0,0,0,0,1354,1050,0,7999,0,6784
14375,160000,1,3,2,42,0,0,2,2,2,2,43753,46869,45856,48818,49640,48737
14376,450000,2,1,1,27,1,0,0,0,0,0,0,969,2226,1878,0,5029
14377,30000,1,3,1,47,2,2,2,2,2,2,19150,19149,23888,24337,23725,0
14378,310000,2,3,1,31,0,0,0,0,0,0,214190,178194,140681,104855,77242,74165
14379,50000,1,3,2,26,2,0,0,2,2,2,41827,42650,45930,44891,47654,48721
14380,160000,1,3,2,35,0,0,0,0,0,0,38486,39217,40537,41030,41891,43196
14381,170000,1,1,2,31,0,0,0,0,0,0,959,1898,850,6390,1958,1346
14382,230000,2,1,2,28,0,0,0,0,0,0,15714,13171,24589,31111,60562,9968
14383,20000,1,3,2,25,0,0,0,0,0,0,3556,3271,798,798,798,408
14384,50000,2,2,2,22,0,0,0,0,0,0,64498,58261,401,43091,29842,30601
14385,140000,2,3,1,25,0,0,0,0,0,0,76910,22972,28336,30281,38339,80792
14386,50000,2,2,2,43,1,2,0,0,0,0,48777,47331,48010,24331,25553,26733
14387,280000,2,2,2,31,0,0,0,0,0,0,2419,10499,16243,0,0,0
14388,360000,2,1,2,31,0,0,0,0,0,0,211,70,0,1600,0,1101
14389,50000,1,3,2,22,0,0,0,0,0,0,45803,46696,15287,7694,7921,8041
14390,20000,1,2,2,21,0,0,0,0,0,0,19739,17875,19174,19158,18762,19223
14391,310000,2,2,1,34,0,0,0,0,0,0,87842,42594,26198,26766,27341,28891
14392,260000,2,3,2,33,0,0,0,0,0,0,7571,3563,2786,0,0,12074
14393,80000,1,1,1,41,3,2,2,2,2,0,7866,8788,8498,9155,8864,9215
14394,30000,1,3,2,42,1,2,0,0,0,0,13347,12843,13850,14125,14423,14516
14395,340000,2,2,2,29,0,0,0,0,0,0,135538,113464,88629,71435,69725,69714
14396,260000,2,1,2,27,0,0,0,0,0,0,37003,1105,2490,17445,1795,278
14397,420000,2,2,1,40,0,0,0,2,0,0,33561,38901,38710,38022,20256,22743
14398,80000,2,1,1,54,2,2,2,0,0,0,12894,15449,14909,14915,15382,16374
14399,4.00E+05,1,1,1,36,0,0,0,0,0,0,44765,35776,67887,20356,12780,11625
14400,460000,1,1,1,50,0,0,0,0,0,0,30765,13883,19146,27639,38586,0
14401,2.00E+05,1,2,2,39,0,0,0,0,0,0,31236,31996,32704,33351,34050,36184
14402,160000,1,2,1,52,0,0,2,0,2,0,390,780,390,1080,540,390
14403,70000,1,1,2,26,0,0,0,0,0,0,6121,7064,8143,8507,8869,9220
14404,290000,1,3,2,43,0,0,0,0,0,0,170823,174650,123514,125973,128608,127976
14405,120000,2,1,2,29,0,0,0,0,0,0,50150,44742,33231,0,0,956
14406,1.00E+05,2,1,2,26,0,0,0,0,0,2,24459,26726,25669,881,57540,55038
14407,30000,2,3,1,55,0,0,0,0,0,0,27381,27803,28170,9515,780,0
14408,30000,2,1,2,23,2,0,0,0,0,0,14546,15570,16882,16911,17416,17608
14409,50000,2,1,2,23,0,0,0,0,0,0,33959,35409,36120,36991,37744,39115
14410,210000,2,1,1,39,0,0,0,0,0,0,4443,3569,1737,2433,3115,3899
14411,10000,1,3,2,24,1,3,2,3,2,0,5530,5792,6050,5808,5569,5876
14412,250000,2,1,1,50,0,0,0,0,0,0,18381,2749,5285,9138,1187,1235
14413,230000,2,2,1,31,1,0,0,0,0,0,0,2716,3648,6648,7982,9203
14414,150000,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0
14415,20000,2,1,2,22,1,2,2,0,0,0,21672,22031,21247,7475,0,0
14416,150000,2,2,1,41,0,0,0,0,0,0,80435,74826,74485,71935,71757,71844
14417,20000,1,3,2,48,0,0,0,0,2,0,5861,6728,7739,8339,8061,8221
14418,4.00E+05,2,1,2,30,0,0,0,0,0,0,1919,7381,2691,1781,7123,1470
14419,20000,2,2,1,40,2,2,4,3,2,0,17761,21152,20508,19933,19517,20235
14420,440000,2,2,1,45,0,0,0,3,2,2,600,0,417,2217,1321,8879
14421,20000,1,2,2,26,0,0,0,0,0,0,1439,1261,390,540,540,540
14422,320000,1,1,2,26,0,0,0,0,0,0,316,316,316,316,316,316
14423,3.00E+05,1,1,1,37,0,0,0,0,0,0,41000,0,0,0,0,0
14424,50000,2,3,1,24,0,0,2,0,0,0,18965,21647,20731,13555,2338,41191
14425,210000,1,1,2,27,0,0,0,2,2,0,110757,113139,119812,120763,118722,121249
14426,350000,2,1,2,33,0,0,0,0,0,0,2383,9911,12149,14774,2154,67081
14427,470000,1,1,1,33,0,0,0,0,0,0,1260,2516,181,3011,2891,3502
14428,3.00E+05,2,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0
14429,30000,1,2,2,25,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050
14430,210000,1,2,2,28,0,0,0,0,0,0,180004,184401,171506,133206,98885,88101
14431,30000,2,1,1,37,0,0,0,0,0,0,8301,9156,8983,8141,6422,5187
14432,2.00E+05,2,2,2,27,0,0,0,0,0,0,127843,131352,130884,132142,118084,114281
14433,140000,1,2,1,41,0,0,0,0,0,0,82309,92682,103265,117188,113368,119194
14434,50000,2,1,2,26,0,0,0,0,0,0,45431,45187,34250,30276,30894,0
14435,10000,1,2,2,32,1,2,0,0,0,0,9001,8322,8630,8630,7850,8150
14436,390000,2,2,2,28,0,0,0,0,0,0,116720,121588,121854,90634,84353,57677
14437,50000,2,3,1,50,0,0,0,0,0,0,48173,28233,28610,28808,29403,20260
14438,50000,2,2,1,25,0,0,0,0,0,0,16221,18965,19602,22156,22732,11378
14439,30000,2,3,2,31,0,0,0,0,0,0,5477,7314,2970,2587,0,0
14440,50000,2,1,2,31,3,3,4,3,2,5,27166,30190,29421,28652,34032,32913
14441,50000,2,1,2,33,1,0,0,0,0,0,0,0,12493,28365,6300,999
14442,260000,1,1,3,41,0,0,0,0,0,0,253795,253126,253218,249770,243277,240576
14443,50000,2,1,2,34,1,0,0,0,0,0,0,0,0,0,300,150
14444,140000,1,1,2,28,0,0,0,0,0,0,639,8358,2620,2073,4732,1131
14445,490000,1,1,2,28,0,0,0,0,0,0,422483,430538,392670,390031,396687,404885
14446,60000,2,2,2,24,1,2,0,0,0,0,60425,57786,55272,55925,57063,48228
14447,80000,1,1,2,39,2,0,0,2,2,0,62281,63774,68204,69484,68247,71110
14448,80000,1,1,2,26,0,0,0,0,0,0,51533,45147,45921,46629,47655,48496
14449,290000,1,1,2,28,0,0,0,0,0,0,162118,150366,148949,141711,122755,216138
14450,280000,1,2,2,28,0,0,0,0,0,0,104451,105960,100542,103087,103983,105638
14451,130000,1,2,2,29,0,0,0,0,0,2,111731,108635,108842,110236,114763,118884
14452,20000,1,3,1,52,0,0,0,0,0,0,2912,390,780,780,780,390
14453,50000,1,2,2,31,0,0,0,0,2,0,48548,49579,27496,20414,19978,18547
14454,330000,2,1,2,28,1,0,2,2,2,2,963,11,11,11,11,11
14455,150000,2,3,2,40,0,0,0,0,0,0,95943,1473,1863,390,772,382
14456,150000,2,2,2,26,0,0,0,0,0,0,96739,98351,100369,101035,101982,103970
14457,210000,1,2,3,27,0,0,0,0,0,0,81387,82679,84014,84365,86517,87296
14458,10000,1,2,3,28,0,0,0,0,0,0,5757,6805,7662,8034,8256,8957
14459,3.00E+05,2,3,1,32,0,0,0,0,0,0,15003,14469,15200,18000,0,0
14460,140000,2,2,2,35,0,0,0,0,0,0,140387,129846,87849,84455,87287,81423
14461,50000,2,2,2,26,1,0,0,0,0,0,0,0,0,0,0,0
14462,140000,1,1,2,30,0,0,0,0,0,0,1750,1003,0,440,1367,890
14463,50000,2,2,1,32,0,0,0,0,0,0,46610,45005,43448,15075,16534,16809
14464,5.00E+05,1,1,2,35,0,0,0,0,0,0,1369,6138,20424,7840,846,790
14465,5.00E+05,2,3,1,36,0,0,0,0,0,0,70016,70837,63488,32050,46393,35207
14466,20000,1,2,2,38,2,0,0,0,0,0,1442,1261,390,390,390,930
14467,420000,1,1,1,47,0,0,0,0,0,0,10517,15571,9090,9622,10223,3942
14468,60000,1,2,1,37,1,2,3,4,4,3,22007,24360,26647,27912,26889,29140
14469,60000,1,2,1,37,0,0,0,0,0,2,30010,34169,38551,42922,47245,44208
14470,190000,2,2,2,35,0,0,0,0,0,0,158360,113702,95214,95713,97079,97659
14471,220000,1,1,1,48,3,2,2,0,0,0,2500,2500,0,0,0,0
14472,110000,2,2,2,28,2,2,2,2,2,2,86774,88702,89655,90593,89025,94509
14473,290000,1,2,1,33,0,0,0,0,0,0,1300,0,500,1000,3441,2415
14474,50000,2,2,1,25,2,0,0,0,0,0,50105,50802,49988,19287,19698,20228
14475,110000,2,2,2,39,0,0,0,0,0,0,210804,107572,100475,48409,47693,49018
14476,230000,2,2,1,35,0,0,0,0,0,0,2132,1520,3543,3351,0,3267
14477,250000,2,1,1,42,0,0,0,0,0,0,16240,0,0,0,0,0
14478,1.00E+05,1,1,2,26,0,0,0,0,0,0,7136,8515,9749,14188,16602,19575
14479,30000,2,1,2,23,0,0,0,2,2,2,29064,27368,30475,27808,31208,30582
14480,230000,1,1,1,47,1,0,0,0,0,0,0,0,0,0,0,0
14481,50000,1,2,1,29,0,0,0,0,0,0,49660,47359,45517,29699,28877,29531
14482,420000,1,1,2,33,1,0,0,0,0,0,0,6509,0,0,0,0
14483,30000,1,2,2,33,0,0,0,0,0,0,30247,29118,29997,30067,26709,13836
14484,20000,1,1,2,34,1,2,0,0,0,0,8834,7499,8147,7247,4617,0
14485,2.00E+05,2,1,1,43,0,0,0,0,0,0,200898,197438,200912,145658,146351,149667
14486,90000,2,1,2,27,1,2,2,2,2,2,17374,16806,18768,18169,19682,19220
14487,110000,1,3,1,45,0,0,0,0,0,0,66820,36002,37484,38935,40633,41393
14488,60000,2,2,2,26,0,0,0,0,0,2,58452,52445,52974,54589,59518,60491
14489,80000,1,1,2,35,0,0,0,0,0,0,37642,39947,43773,31830,7848,390
14490,50000,1,3,1,41,1,2,2,0,0,0,85579,78993,69424,64201,58110,57337
14491,180000,1,1,2,28,1,0,0,0,0,0,0,0,0,0,383,2388
14492,110000,2,2,2,39,0,0,0,0,0,0,109221,111674,111867,111535,111870,110979
14493,150000,2,1,1,33,0,0,0,0,0,0,50286,110884,113152,116097,118500,120896
14494,120000,2,2,2,30,0,0,0,0,0,0,104801,100502,86478,81902,78616,80307
14495,150000,1,1,2,40,0,0,0,0,0,0,152175,148872,145978,139791,142745,146872
14496,360000,2,3,1,42,0,0,0,0,0,0,9152,6329,21830,5469,9057,312
14497,60000,1,2,1,56,0,0,0,0,0,0,26344,26382,27046,27187,27372,27549
14498,480000,1,2,1,40,0,0,0,0,0,0,69011,69842,71857,66673,65200,65511
14499,4.00E+05,2,2,2,25,0,0,0,0,0,0,393159,44917,52366,29995,22722,24479
14500,60000,2,2,2,24,1,2,3,3,2,2,44238,47076,48871,47669,48135,50056
14501,240000,2,2,1,29,0,0,2,2,2,0,198128,211417,206386,219111,211373,211215
14502,30000,2,1,2,27,0,0,0,0,0,0,3415,4330,0,0,0,0
14503,240000,2,1,2,38,0,0,0,0,0,0,138151,111189,75880,46407,12697,215281
14504,50000,2,2,2,23,0,0,0,2,0,0,16370,15373,12065,10199,9261,6816
14505,130000,2,1,2,27,0,0,0,0,0,0,91467,68747,66372,64854,66432,46919
14506,30000,2,2,1,49,2,0,0,0,2,2,23778,24507,25892,27366,26798,28321
14507,10000,1,2,1,35,0,0,0,0,0,0,9159,10004,9722,10044,9856,10285
14508,180000,1,2,2,27,0,0,0,0,0,0,51826,6699,6529,104327,105867,106806
14509,230000,2,3,2,26,0,0,0,0,0,0,14361,15491,16190,11849,11826,6248
14510,30000,2,1,2,27,1,2,0,0,2,0,28686,27620,28164,30444,29887,29153
14511,50000,1,3,1,52,1,2,2,0,0,2,7839,8761,8472,8641,9298,9000
14512,5.00E+05,1,1,2,30,0,0,0,0,0,0,1089,58665,168052,254571,59587,13398
14513,360000,1,2,2,30,0,0,2,2,0,0,0,1000,1000,0,0,0
14514,460000,2,1,1,43,0,0,0,0,0,0,323408,261444,309622,297039,258056,188083
14515,10000,2,2,2,32,0,0,0,0,0,0,8509,9228,9821,9495,9469,10191
14516,270000,2,1,2,32,0,0,0,0,0,0,48114,42573,55350,92141,57961,45282
14517,80000,1,2,1,43,0,0,0,0,0,0,43749,46330,43134,38010,38510,38427
14518,1.00E+05,1,1,2,32,0,0,0,0,0,0,87580,84140,86400,87275,89082,91030
14519,20000,1,3,1,42,2,2,2,0,0,0,13053,4078,0,0,0,0
14520,3.00E+05,1,2,1,38,0,0,0,0,0,0,374,1685,1485,990,495,495
14521,30000,2,2,2,44,0,0,0,0,0,0,2436,11376,21354,28308,23346,10784
14522,160000,1,1,2,33,1,0,2,0,0,0,0,1598,1097,772,447,797
14523,30000,2,2,2,25,0,0,0,0,0,2,7204,7453,7098,10148,22070,23182
14524,160000,2,1,2,31,0,0,0,0,0,0,4203,9739,15628,3666,4098,4237
14525,380000,2,1,2,31,0,0,0,0,0,0,276,276,0,196050,202129,295891
14526,180000,1,2,2,43,0,0,0,0,0,0,164222,169073,171820,160018,164717,151235
14527,1.00E+05,1,1,1,45,0,0,0,0,0,0,99626,101446,21300,20091,19299,9346
14528,260000,1,1,1,38,0,0,2,2,0,2,263,511,248,0,3526,263
14529,180000,2,3,2,25,0,0,0,0,0,0,120583,97341,87773,89547,91639,93991
14530,240000,1,3,1,38,0,0,0,0,0,0,230131,216824,219487,151295,228276,233079
14531,30000,1,2,3,44,0,0,0,0,0,0,6289,9331,12380,15158,15760,18985
14532,50000,1,2,2,26,0,0,0,0,0,0,20329,14244,30580,15365,15587,15940
14533,180000,2,2,1,43,0,0,0,0,0,0,7823,9549,1968,1800,8198,511
14534,20000,1,2,2,24,0,0,0,0,0,0,610,13222,13488,11818,12428,5965
14535,130000,1,2,2,31,0,0,2,0,0,0,48628,52379,31247,40047,12450,2294
14536,240000,1,1,1,36,0,0,0,0,0,0,229,0,0,254,0,344
14537,160000,2,5,1,35,1,0,0,0,0,0,0,0,0,0,0,0
14538,60000,1,3,2,29,0,0,0,0,0,0,4511,5529,6544,7093,7973,9038
14539,1.00E+05,1,3,1,35,0,0,0,0,0,0,96521,98728,74239,75704,55704,56810
14540,320000,2,2,2,28,1,0,0,0,0,0,0,0,2428,990,495,854
14541,110000,2,2,1,62,0,0,0,0,0,0,33536,30155,26054,22918,23216,14371
14542,50000,2,1,2,31,2,2,3,2,0,0,48903,53997,52298,50778,48055,45704
14543,50000,1,2,1,38,2,0,0,2,2,2,27686,28436,31051,31542,32185,32900
14544,140000,1,2,2,39,0,0,0,0,0,0,139079,143816,134472,130129,133031,136919
14545,80000,1,2,1,46,0,0,0,0,0,0,81283,80390,79080,77850,80330,80000
14546,50000,1,2,2,23,0,0,0,0,0,0,47385,48790,19306,19857,20361,20051
14547,140000,2,2,1,35,1,2,0,0,2,2,130215,126720,128116,136956,134665,142199
14548,210000,2,2,1,52,0,0,0,0,0,0,5723,3386,8964,2241,2241,2241
14549,130000,1,2,1,35,0,0,0,0,0,0,8010,5932,4950,0,0,0
14550,2.00E+05,2,1,2,31,0,0,0,0,0,0,4138,790,1230,390,390,390
14551,110000,1,2,2,40,0,0,0,0,0,0,4202,5524,6144,7628,7111,7981
14552,140000,2,2,2,27,2,2,0,0,0,2,107257,104122,104742,107626,114633,116904
14553,20000,1,2,2,43,0,0,0,0,0,0,390,390,390,390,540,930
14554,450000,1,2,2,30,0,0,0,0,0,0,610723,555086,497132,514249,462666,472480
14555,170000,1,2,1,36,0,0,0,0,0,0,87076,77902,54592,56128,57469,59669
14556,170000,2,2,1,36,0,0,0,0,0,0,158651,143801,138145,125499,124205,123940
14557,180000,1,2,2,29,0,0,0,0,0,0,175773,179866,173007,168743,172275,176861
14558,2.00E+05,1,1,1,39,0,0,0,0,2,2,303347,171592,176615,185049,188375,183069
14559,80000,2,2,1,27,0,0,0,0,0,0,25424,24499,25181,5187,5524,5529
14560,150000,2,2,2,41,0,0,0,0,0,0,15938,16128,17051,15109,13895,14236
14561,160000,1,1,2,31,0,0,0,0,0,0,157303,161498,153226,78511,9808,8358
14562,60000,1,3,2,38,0,0,0,0,0,0,3059,291,1131,441,443,732
14563,240000,2,2,1,39,4,3,2,2,2,2,47739,46712,45660,48905,47993,52015
14564,20000,1,2,2,24,0,0,2,0,0,0,12549,11552,6622,6232,390,930
14565,5.00E+05,1,1,2,30,0,0,0,0,0,0,449733,425268,489942,437809,409337,406573
14566,280000,2,2,2,50,0,0,0,0,0,0,9173,11564,6781,5725,3989,2599
14567,2.00E+05,1,1,3,50,3,2,2,2,0,0,176077,179769,178358,177340,181281,191644
14568,290000,2,1,2,29,0,0,0,0,0,0,6649,15819,10986,8184,14936,19573
14569,80000,2,1,2,34,0,0,2,2,0,0,75517,77078,73783,68909,66308,60687
14570,20000,2,3,1,61,2,2,2,2,0,0,2730,5461,6218,5970,8945,9896
14571,4.00E+05,2,1,2,41,0,0,0,0,0,0,48938,27703,43775,10644,42195,12246
14572,30000,2,3,1,53,0,0,0,0,0,0,30587,29462,28068,23362,29837,30357
14573,130000,1,1,1,34,0,0,0,0,0,0,128846,130525,74745,68597,54774,53728
14574,60000,1,2,1,33,0,0,0,0,0,0,4843,8790,12420,14731,21508,7695
14575,20000,1,3,1,37,0,0,0,0,0,0,1439,1251,390,390,370,0
14576,160000,1,2,1,43,1,0,0,0,0,0,0,0,997,1798,800,0
14577,110000,2,2,2,25,1,2,2,0,0,0,104871,107422,101930,102111,101521,100240
14578,230000,1,1,1,40,0,0,0,0,0,0,87162,88801,87972,57846,57798,52071
14579,20000,2,1,2,22,0,0,0,0,0,0,18356,0,0,0,0,0
14580,140000,2,2,1,34,0,0,0,0,0,0,15550,17780,18226,19915,20891,21542
14581,130000,2,3,1,48,0,0,0,0,0,0,46206,46396,43812,42132,44190,44636
14582,130000,2,1,2,47,2,2,2,2,2,2,18454,21121,20484,22145,21652,23138
14583,2.00E+05,1,2,1,30,0,0,0,0,0,0,113676,116355,117802,116296,60792,30808
14584,60000,2,3,1,43,2,2,0,0,0,0,4703,0,0,0,0,992
14585,20000,1,1,2,25,1,0,0,0,0,0,0,569,1769,2582,3184,3974
14586,110000,2,1,2,32,1,0,0,0,0,0,0,0,0,0,0,0
14587,320000,2,1,2,27,1,0,2,2,0,0,0,638,500,0,0,0
14588,130000,1,3,3,40,2,0,0,0,0,0,88222,88288,84822,85970,86644,87576
14589,280000,1,1,1,50,3,5,4,3,2,0,327918,321476,314931,176439,154010,134334
14590,290000,1,1,2,34,0,0,0,0,0,0,1597,0,0,3999,0,4483
14591,30000,2,3,1,28,0,0,0,0,0,0,17897,18944,19698,17855,13784,6616
14592,80000,1,2,2,28,0,0,0,0,0,0,54475,3075,0,6150,0,0
14593,70000,2,1,2,24,0,0,0,0,0,0,10916,12386,9864,5201,6950,7256
14594,80000,2,3,1,44,0,0,2,0,0,0,80808,81615,79075,79604,78567,79810
14595,2.00E+05,2,1,1,33,0,0,0,0,0,0,1853,5928,8789,0,0,0
14596,50000,1,2,1,28,0,0,2,0,0,0,96393,100459,96051,18051,18767,19462
14597,120000,1,2,2,28,0,0,2,0,0,0,59946,49595,35786,32651,29972,27425
14598,80000,1,1,2,29,0,0,0,0,0,0,51630,54183,55685,58642,60533,61823
14599,2.00E+05,2,2,1,35,2,0,0,0,0,0,51609,53165,55285,57370,59454,63461
14600,90000,2,2,1,34,0,0,0,0,0,0,1905,1924,11855,665,0,665
14601,30000,2,2,1,38,1,2,2,0,0,0,29803,30766,29918,29071,29527,30480
14602,30000,2,3,1,29,0,0,0,0,0,0,3489,14926,9937,8027,14709,7483
14603,50000,2,3,2,23,0,0,0,0,0,0,47486,47963,33499,19227,19334,19735
14604,150000,1,2,2,31,0,0,0,0,0,0,148815,148090,133619,127043,112067,39901
14605,280000,2,2,1,42,0,0,0,0,0,0,256675,253682,260274,153516,156830,152045
14606,10000,1,3,2,25,0,0,0,0,0,0,6892,7915,10086,18714,9781,9979
14607,160000,2,2,1,35,0,0,0,0,0,0,96515,139439,141416,112497,119511,119763
14608,160000,2,2,1,30,0,0,0,0,0,0,51400,0,0,0,0,0
14609,390000,1,1,1,46,0,0,0,0,0,0,6346,94921,53796,6009,9096,3267
14610,50000,1,2,2,22,0,0,0,0,0,0,34033,34622,19993,18852,18020,18537
14611,50000,1,2,2,26,0,0,0,0,0,0,18838,385,11500,2756,7000,12025
14612,150000,1,2,2,28,0,0,0,0,0,0,95322,96903,94682,89207,46259,50504
14613,50000,1,3,2,23,0,0,0,0,0,0,47104,25555,16097,16337,16330,16708
14614,190000,2,1,2,39,0,0,0,0,0,0,83369,81617,83351,82989,83760,85707
14615,10000,1,3,2,29,2,2,6,6,6,6,142,142,142,142,142,142
14616,210000,2,1,2,37,1,0,0,0,0,0,0,0,199672,199272,199272,0
14617,230000,1,1,2,32,0,0,0,0,0,0,1470,0,1470,735,419,316
14618,150000,2,1,1,52,0,0,0,0,0,0,5094,29137,25772,48635,25907,7513
14619,230000,2,1,1,34,0,0,0,0,0,0,4358,6020,9938,9865,6981,12157
14620,80000,2,1,2,28,1,2,0,0,0,2,4885,3482,4251,4047,3547,221
14621,160000,2,5,2,31,0,0,0,0,0,0,1790,0,31568,17638,1285,2705
14622,5.00E+05,2,1,2,27,0,0,0,0,0,0,33299,60857,26324,26091,9558,4242
14623,180000,2,1,2,34,0,0,0,0,0,0,43374,38842,37895,36002,31173,30832
14624,30000,2,2,2,23,1,2,2,2,2,2,28850,28102,30324,27446,29329,29720
14625,130000,2,1,1,47,0,0,0,0,0,0,113470,110794,65715,67523,68131,68140
14626,10000,2,3,1,46,0,0,0,0,0,0,10400,0,0,0,1864,1720
14627,20000,2,2,1,45,0,0,0,0,0,0,650,264,264,264,654,654
14628,30000,1,3,2,27,0,0,0,0,0,0,18556,20252,22419,22075,29466,28911
14629,30000,1,2,2,38,0,0,0,0,0,0,20996,25607,26813,25868,25418,27572
14630,320000,2,1,1,39,0,0,0,0,0,0,206461,117168,128832,133329,53870,13185
14631,10000,1,2,2,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884
14632,350000,2,0,2,53,0,0,0,0,0,0,5095,4815,61044,22611,1385,6043
14633,20000,1,3,2,35,0,0,0,0,0,0,17365,19001,20269,18654,18914,20200
14634,50000,1,2,2,25,1,4,3,2,2,0,53086,51981,50805,51518,50713,51309
14635,310000,1,1,2,28,0,0,0,0,0,0,153620,147023,127390,129886,130676,127738
14636,80000,1,2,2,34,0,0,0,0,0,0,66122,92131,47655,43182,44332,45440
14637,170000,1,1,2,43,0,0,0,0,0,0,1866,5750,200,41467,1028,2643
14638,10000,2,3,3,52,2,0,0,2,0,0,9970,9625,9622,7773,5968,5380
14639,30000,1,3,2,41,1,0,0,0,0,0,0,0,0,0,0,0
14640,170000,2,3,2,46,0,0,0,0,0,0,1986,1050,170,2785,3128,505
14641,230000,2,1,1,32,0,0,0,0,0,0,700,1428,600,0,0,0
14642,50000,2,2,2,23,0,0,0,0,0,2,16139,17261,14354,8713,1781,1615
14643,3.00E+05,2,1,1,52,1,0,0,0,0,0,0,0,0,0,0,0
14644,210000,1,2,1,37,1,0,0,0,0,0,0,0,0,150,150,150
14645,20000,2,3,1,36,0,0,2,0,0,0,21309,22693,20899,20014,19331,17176
14646,20000,2,2,1,32,0,0,0,0,0,0,16434,17191,0,0,0,0
14647,20000,2,2,2,25,2,2,2,0,0,0,16923,20319,19543,19534,19320,12442
14648,80000,1,1,2,29,0,0,0,0,0,0,31637,27137,25986,23496,23601,24650
14649,30000,2,2,3,22,0,0,0,0,0,0,7928,2318,22430,20457,13964,14872
14650,2.00E+05,1,1,2,33,2,2,2,2,2,2,156558,167453,170010,172226,175918,179441
14651,210000,1,1,2,31,2,0,0,0,0,0,1172,380,1552,776,776,1359
14652,330000,2,1,1,42,0,0,0,0,0,0,899,7445,0,3899,2707,8000
14653,30000,1,2,2,25,2,2,2,2,2,2,14420,15390,14846,16098,15700,16784
14654,280000,1,1,1,39,0,0,0,0,0,0,17489,7542,2219,3008,849,1763
14655,3.00E+05,1,1,1,37,0,0,0,0,0,0,1943,0,0,0,0,0
14656,10000,1,3,1,42,1,2,0,0,0,0,6091,6837,7666,9270,7897,8763
14657,50000,2,2,2,24,0,0,0,0,0,0,27788,19742,20672,16336,16921,17489
14658,280000,1,2,1,49,0,0,0,0,0,0,390,390,390,390,390,150
14659,20000,1,2,1,51,0,0,0,0,0,0,14681,14777,15025,16504,17950,19558
14660,130000,1,2,2,32,0,0,0,0,0,0,1496,1496,1496,1496,1496,1496
14661,20000,1,2,2,25,0,0,0,0,0,0,18193,18804,19324,18692,16035,12262
14662,120000,2,2,2,26,0,0,0,0,0,0,5820,216,3858,6849,2616,2805
14663,4.00E+05,2,1,2,33,0,0,0,0,0,0,7768,31313,8744,11640,41432,20075
