ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1
16416,50000,2,1,2,36,18992
16417,410000,2,1,1,44,0
16418,280000,2,2,2,43,273535
16419,2.00E+05,2,2,1,46,47403
16420,270000,2,1,1,45,1526
16421,320000,2,1,2,32,20488
16422,60000,2,2,1,32,57199
16423,130000,2,2,1,35,125989
16424,30000,2,3,1,54,24285
16425,2.00E+05,2,3,1,50,162296
16426,170000,2,2,1,51,3022
16427,80000,2,5,1,50,115027
16428,5.00E+05,2,1,2,50,0
16429,50000,2,3,1,47,1091
16430,90000,2,2,1,50,72840
16431,350000,2,5,1,50,136293
16432,110000,2,3,2,52,32085
16433,120000,2,3,2,50,149301
16434,30000,2,3,1,55,10682
16435,30000,2,2,1,53,14495
16436,250000,2,1,1,51,6811
16437,50000,2,3,1,52,22377
16438,160000,2,3,1,53,95907
16439,140000,2,2,1,49,8280
16440,80000,2,3,1,51,52275
16441,10000,2,3,2,53,1473
16442,3.00E+05,2,5,1,50,528
16443,90000,2,2,1,50,43439
16444,20000,2,2,2,51,0
16445,30000,2,2,1,53,25627
16446,80000,2,3,2,50,46239
16447,20000,2,1,2,54,14034
16448,20000,2,3,1,55,3580
16449,50000,2,2,1,53,36997
16450,120000,2,1,1,60,3956
16451,30000,2,2,1,47,30567
16452,30000,2,2,1,56,14909
16453,80000,2,3,1,55,46777
16454,50000,2,2,1,55,21371
16455,80000,2,2,1,56,63995
16456,1.00E+05,2,2,1,52,94935
16457,30000,2,3,1,62,18563
16458,130000,2,1,2,51,73903
16459,20000,2,3,1,54,7189
16460,80000,2,2,1,57,82150
16461,1.00E+05,2,1,1,51,94247
16462,20000,2,3,2,50,11545
16463,120000,2,2,1,51,138313
16464,50000,2,2,2,53,3914
16465,80000,2,3,1,59,75662
16466,90000,2,3,1,54,18131
16467,60000,2,3,2,47,50469
16468,1.00E+05,2,3,1,50,27666
16469,50000,2,2,1,50,51212
16470,30000,2,3,1,53,17585
16471,240000,2,1,1,58,7217
16472,2.00E+05,2,1,1,47,101986
16473,130000,2,3,2,50,390
16474,110000,2,3,1,50,101084
16475,50000,2,2,1,51,40268
16476,20000,2,3,1,56,6949
16477,50000,2,3,1,69,12196
16478,80000,2,2,1,54,48298
16479,20000,2,3,1,52,18049
16480,20000,2,3,1,56,11276
16481,30000,2,3,1,53,12466
16482,240000,2,4,1,59,233918
16483,50000,2,3,2,56,0
16484,80000,2,3,2,53,2315
16485,180000,2,1,2,56,0
16486,240000,2,3,1,55,216170
16487,120000,2,2,1,54,89197
16488,20000,1,2,2,21,19820
16489,1.00E+05,1,2,2,33,35169
16490,30000,1,2,2,22,1050
16491,30000,1,2,2,23,19321
16492,50000,1,2,2,22,51083
16493,1.00E+05,1,2,2,23,67873
16494,80000,1,1,2,23,59976
16495,60000,2,3,1,54,892
16496,120000,1,2,2,25,117160
16497,20000,1,3,2,32,3448
16498,20000,1,2,2,26,17077
16499,50000,1,1,2,26,46415
16500,50000,1,2,2,23,2680
16501,50000,1,2,1,24,15524
16502,10000,1,2,2,23,10078
16503,20000,1,2,2,24,14195
16504,30000,1,2,2,25,6122
16505,10000,1,3,2,25,8525
16506,10000,1,3,2,22,8357
16507,150000,1,2,2,23,17635
16508,80000,1,2,2,24,44507
16509,20000,1,2,2,24,3843
16510,120000,1,1,2,24,1330
16511,40000,1,1,2,24,37412
16512,20000,1,3,2,24,15846
16513,1.00E+05,1,2,1,24,10618
16514,160000,1,1,2,25,898
16515,20000,1,1,2,24,17375
16516,60000,1,2,2,24,58231
16517,150000,1,2,2,27,84034
16518,40000,1,2,2,24,38344
16519,30000,1,2,2,26,25531
16520,420000,1,2,2,26,390188
16521,20000,1,2,2,26,14962
16522,50000,1,2,2,25,44630
16523,20000,1,2,2,23,17845
16524,20000,1,3,2,24,16973
16525,20000,1,2,1,28,15226
16526,3.00E+05,1,1,2,26,0
16527,30000,1,1,2,25,22422
16528,140000,1,1,2,27,29751
16529,20000,1,2,1,27,20285
16530,390000,1,1,2,27,372743
16531,50000,1,2,2,27,39487
16532,50000,1,2,2,26,6945
16533,50000,1,2,1,26,48019
16534,320000,1,2,2,26,303703
16535,280000,1,1,1,26,277815
16536,50000,1,1,2,26,38160
16537,5.00E+05,1,2,2,26,126725
16538,2.00E+05,1,1,2,28,2393
16539,50000,1,1,2,28,0
16540,3.00E+05,1,2,2,27,0
16541,30000,1,2,2,27,22284
16542,50000,1,2,2,27,49079
16543,10000,1,2,1,27,3462
16544,20000,1,3,2,28,8055
16545,50000,1,3,2,27,49684
16546,30000,1,2,2,26,27889
16547,1.00E+05,1,1,2,30,100544
16548,130000,1,1,2,29,9619
16549,20000,1,2,2,30,16906
16550,150000,1,1,2,29,7562
16551,220000,1,2,1,28,38074
16552,1.00E+05,1,2,2,29,0
16553,130000,1,2,2,25,119803
16554,40000,1,2,2,29,20528
16555,10000,1,1,2,30,2300
16556,290000,1,1,1,30,0
16557,180000,1,2,2,27,134168
16558,280000,1,2,2,27,1566
16559,30000,1,2,2,27,1650
16560,310000,1,1,1,29,191457
16561,70000,1,1,2,28,19728
16562,120000,1,1,2,28,7164
16563,240000,1,2,2,29,390
16564,50000,1,2,1,27,46806
16565,320000,1,1,1,28,79819
16566,80000,1,2,2,29,82150
16567,20000,1,2,2,29,11586
16568,80000,1,2,2,29,71795
16569,360000,1,2,1,28,0
16570,50000,1,2,2,29,44177
16571,20000,1,2,2,23,4584
16572,10000,1,2,2,25,5365
16573,1.00E+05,1,2,2,28,72610
16574,50000,1,2,3,30,47812
16575,30000,1,2,2,24,390
16576,20000,1,2,2,24,15221
16577,70000,1,2,2,28,91930
16578,490000,1,1,2,29,264
16579,30000,1,1,2,29,25264
16580,20000,1,1,2,29,15934
16581,290000,1,1,2,29,783
16582,20000,1,3,0,29,1800
16583,180000,1,1,2,26,8516
16584,1.00E+05,1,2,2,27,100591
16585,30000,1,2,2,26,24079
16586,470000,1,1,2,27,213495
16587,2.00E+05,1,2,2,29,60068
16588,4.00E+05,1,1,2,29,1123
16589,4.00E+05,1,2,2,29,79435
16590,50000,1,2,2,25,48336
16591,70000,1,2,2,25,12088
16592,80000,1,3,1,31,27653
16593,70000,1,1,2,29,33786
16594,20000,1,2,2,28,150
16595,10000,1,2,2,28,619
16596,430000,1,2,2,30,28966
16597,40000,1,2,2,30,0
16598,450000,1,2,1,29,179547
16599,10000,1,3,1,30,9211
16600,10000,1,2,2,29,9073
16601,10000,1,2,1,29,2918
16602,80000,1,1,2,29,79048
16603,80000,1,3,1,29,69578
16604,240000,1,2,2,29,230979
16605,280000,1,2,2,31,229780
16606,50000,1,2,2,31,228
16607,80000,1,1,2,32,37639
16608,20000,1,3,1,29,0
16609,90000,1,2,2,29,0
16610,2.00E+05,1,1,2,29,8099
16611,360000,1,1,2,30,2024
16612,50000,1,2,1,31,1450
16613,130000,1,1,2,27,73561
16614,80000,1,3,1,31,65088
16615,2.00E+05,1,2,2,29,8951
16616,150000,1,2,1,39,9937
16617,370000,1,1,1,34,379039
16618,310000,1,2,2,45,124793
16619,240000,1,1,2,41,24171
16620,320000,1,1,1,35,106799
16621,50000,1,2,2,39,51998
16622,50000,1,2,1,41,48537
16623,50000,1,3,1,30,15397
16624,80000,1,1,2,31,72840
16625,420000,1,1,2,32,90875
16626,50000,1,1,2,32,30559
16627,150000,1,2,2,32,90476
16628,130000,1,1,2,34,30190
16629,170000,1,2,1,34,47956
16630,170000,1,3,1,45,165315
16631,120000,1,2,2,25,11147
16632,30000,1,3,2,35,29147
16633,220000,1,2,2,30,6229
16634,50000,1,2,2,25,19775
16635,30000,1,2,2,34,10522
16636,250000,1,1,2,30,73936
16637,20000,1,2,2,29,13229
16638,10000,1,3,1,30,7470
16639,50000,1,2,2,41,50611
16640,30000,1,3,1,48,19650
16641,20000,1,2,2,31,13516
16642,2.00E+05,1,2,2,32,196550
16643,50000,1,1,2,33,7148
16644,120000,1,1,2,35,326
16645,210000,1,1,2,40,325
16646,180000,1,3,1,32,181293
16647,50000,1,2,1,32,19606
16648,70000,1,3,1,40,41986
16649,2.00E+05,1,1,1,44,1640
16650,50000,1,3,1,46,10960
16651,230000,1,2,1,47,996
16652,30000,1,1,1,42,20214
16653,30000,1,2,2,32,20881
16654,150000,1,2,2,34,204187
16655,10000,1,2,2,30,1473
16656,150000,1,1,2,29,4614
16657,360000,1,1,2,34,0
16658,340000,1,1,2,38,86057
16659,50000,1,2,2,34,48844
16660,30000,1,2,1,39,20893
16661,360000,1,1,2,34,2739
16662,150000,1,1,1,46,150838
16663,160000,1,3,2,28,152626
16664,30000,1,2,1,39,28628
16665,480000,1,1,1,47,10668
16666,2.00E+05,1,2,1,45,98974
16667,50000,1,3,2,39,238
16668,20000,1,2,1,32,17913
16669,60000,1,2,1,44,59331
16670,2.00E+05,1,1,2,26,16000
16671,20000,1,2,1,27,16203
16672,440000,1,3,1,35,13754
16673,1.00E+05,1,1,2,34,772
16674,1.00E+05,1,2,2,38,95933
16675,1.00E+05,1,2,1,48,11574
16676,230000,1,3,1,46,1313
16677,50000,1,1,2,37,13191
16678,50000,1,2,1,32,42163
16679,30000,1,2,1,41,14110
16680,140000,1,2,2,32,67923
16681,60000,1,3,2,43,55800
16682,50000,1,3,1,41,26915
16683,350000,1,2,2,36,249663
16684,20000,1,3,1,44,11623
16685,20000,1,2,2,30,16320
16686,50000,1,2,2,36,46712
16687,20000,1,2,1,41,19951
16688,110000,1,3,1,34,23751
16689,2.00E+05,1,1,1,44,655
16690,260000,1,2,1,46,82683
16691,150000,1,2,1,36,88655
16692,50000,1,2,2,33,23142
16693,150000,1,2,2,35,13059
16694,250000,1,1,2,35,153798
16695,50000,1,5,2,49,36869
16696,50000,1,2,1,47,38830
16697,50000,1,3,3,44,41755
16698,80000,1,3,2,40,81053
16699,20000,1,3,1,49,11572
16700,220000,1,2,1,47,233756
16701,120000,1,3,1,39,12190
16702,2.00E+05,1,3,2,39,84184
16703,30000,1,3,1,47,118587
16704,50000,1,2,2,43,50756
16705,50000,1,3,2,42,4864
16706,230000,1,2,1,45,42770
16707,280000,1,2,2,33,265120
16708,70000,1,1,2,43,68228
16709,120000,1,2,1,40,112123
16710,170000,1,1,2,39,138811
16711,30000,1,3,1,41,17301
16712,20000,1,2,1,33,18706
16713,20000,1,3,2,35,16500
16714,220000,1,1,2,39,184140
16715,50000,1,2,2,44,20995
16716,3.00E+05,1,6,1,46,289299
16717,430000,1,2,2,29,1442
16718,30000,1,2,1,36,1226
16719,20000,1,3,3,46,14075
16720,210000,1,1,1,40,119752
16721,80000,1,2,1,31,47464
16722,30000,1,3,2,31,28275
16723,220000,1,1,1,47,165665
16724,80000,1,2,2,32,22753
16725,480000,1,2,1,31,55346
16726,150000,1,1,2,33,94020
16727,60000,1,3,1,31,36243
16728,80000,1,2,2,33,24928
16729,50000,1,2,1,32,46827
16730,50000,1,3,2,34,33776
16731,180000,1,3,1,42,177027
16732,1.00E+05,1,2,1,39,10603
16733,240000,1,3,1,42,259511
16734,50000,1,3,1,49,49331
16735,20000,1,3,1,40,8151
16736,50000,1,2,1,30,48591
16737,2.00E+05,1,2,1,31,6926
16738,180000,1,2,2,32,22832
16739,320000,1,1,2,33,0
16740,2.00E+05,1,3,2,48,87035
16741,20000,1,2,2,41,10142
16742,2.00E+05,1,1,2,38,5607
16743,20000,1,3,2,40,0
16744,50000,1,2,2,39,50180
16745,50000,1,2,2,25,50479
16746,80000,1,2,1,43,44620
16747,180000,1,1,2,33,48252
16748,80000,1,3,1,42,0
16749,150000,1,2,2,36,87021
16750,20000,1,2,2,37,830
16751,3.00E+05,1,1,1,42,1653
16752,30000,1,2,2,35,25601
16753,140000,1,2,1,49,35815
16754,80000,1,1,1,36,8415
16755,20000,1,2,1,45,13243
16756,70000,1,2,1,35,69388
16757,320000,1,2,2,36,318022
16758,80000,1,2,1,46,31290
16759,50000,1,2,1,33,28086
16760,80000,1,2,1,41,15824
16761,110000,1,3,2,38,52708
16762,50000,1,2,1,45,49573
16763,50000,1,3,1,42,10343
16764,20000,1,2,1,38,14966
16765,120000,1,1,1,42,63598
16766,30000,1,2,2,37,23422
16767,50000,1,2,3,34,8603
16768,1.00E+05,1,3,2,35,23704
16769,50000,1,2,2,35,150
16770,30000,1,2,2,34,17803
16771,40000,1,2,1,38,38291
16772,190000,1,2,1,39,166611
16773,10000,1,3,1,39,10866
16774,50000,1,3,1,43,50444
16775,20000,1,2,2,34,17676
16776,120000,1,3,2,37,2284
16777,50000,1,3,2,43,50517
16778,310000,1,1,2,31,279711
16779,240000,1,3,2,45,221341
16780,50000,1,2,1,47,0
16781,210000,1,1,2,40,1535
16782,60000,1,2,1,31,16253
16783,20000,1,2,2,31,13192
16784,50000,1,2,2,43,50785
16785,30000,1,2,2,39,24065
16786,60000,1,1,2,29,43434
16787,90000,1,2,2,29,70559
16788,30000,1,2,1,32,12452
16789,30000,1,2,2,37,2379
16790,220000,1,3,1,39,175808
16791,250000,1,5,1,39,14310
16792,450000,1,1,1,42,2549
16793,30000,1,2,2,34,18402
16794,220000,1,2,1,37,13429
16795,3.00E+05,1,1,2,30,901
16796,5.00E+05,1,2,2,30,135634
16797,20000,1,2,2,34,15095
16798,110000,1,2,2,32,42015
16799,10000,1,3,1,41,10711
16800,20000,1,2,2,47,8557
16801,230000,1,2,1,34,1344
16802,20000,1,2,2,35,15668
16803,50000,1,2,1,38,1930
16804,2.00E+05,1,1,2,40,66052
16805,80000,1,2,1,37,0
16806,50000,1,3,2,43,4166
16807,50000,1,2,1,49,16747
16808,110000,1,1,2,29,110721
16809,110000,1,2,1,38,42617
16810,220000,1,2,1,36,87431
16811,140000,1,3,1,38,138329
16812,50000,1,2,2,43,34326
16813,1.00E+05,1,2,1,40,70762
16814,20000,1,1,2,38,15255
16815,50000,1,3,2,32,49760
16816,40000,1,2,2,33,23330
16817,180000,1,2,1,34,13067
16818,80000,1,3,2,34,45876
16819,30000,1,2,2,34,26774
16820,230000,1,2,1,35,30798
16821,20000,1,6,2,41,20101
16822,350000,1,3,1,44,2161
16823,20000,1,2,1,38,9599
16824,130000,1,2,2,36,91016
16825,50000,1,2,1,37,47832
16826,1.00E+05,1,2,2,44,20439
16827,20000,1,2,1,40,12129
16828,150000,1,1,1,43,1000
16829,230000,1,2,1,46,117255
16830,470000,1,1,1,38,33277
16831,50000,1,2,1,46,43719
16832,120000,1,3,1,49,119440
16833,20000,1,2,1,43,17233
16834,10000,1,2,1,45,7953
16835,50000,1,1,2,29,7881
16836,360000,1,1,2,30,1246
16837,1.00E+05,1,5,1,38,101330
16838,170000,1,1,2,36,8433
16839,30000,1,2,2,43,14697
16840,230000,1,1,1,37,0
16841,150000,1,1,2,35,114997
16842,260000,1,2,2,37,3000
16843,80000,1,3,1,48,76288
16844,20000,1,2,2,43,19656
16845,240000,1,1,1,36,0
16846,50000,1,2,1,40,49039
16847,50000,1,1,2,45,42931
16848,1.00E+05,1,2,2,45,65781
16849,20000,1,3,2,40,16884
16850,150000,1,1,1,41,116699
16851,230000,1,2,3,37,11770
16852,20000,1,2,1,45,19473
16853,390000,1,2,2,33,30209
16854,80000,1,2,1,36,600
16855,270000,1,1,2,35,0
16856,20000,1,2,1,37,15429
16857,150000,1,2,1,45,152180
16858,50000,1,1,2,36,49750
16859,160000,1,1,1,47,58706
16860,360000,1,1,2,33,714
16861,150000,1,3,1,40,121544
16862,5.00E+05,1,1,1,46,11471
16863,220000,1,1,1,35,753
16864,280000,1,1,1,46,0
16865,30000,1,1,2,38,96258
16866,5.00E+05,1,3,2,36,9001
16867,360000,1,2,1,40,0
16868,4.00E+05,1,1,1,38,36838
16869,350000,1,2,1,43,6088
16870,20000,1,2,2,36,15557
16871,110000,1,2,1,36,112875
16872,30000,1,3,2,31,31405
16873,20000,1,2,2,45,19856
16874,180000,1,1,1,42,0
16875,140000,1,2,2,48,119965
16876,3.00E+05,1,1,2,43,163
16877,240000,1,3,2,41,218435
16878,160000,1,2,1,41,326
16879,5.00E+05,1,2,1,38,49201
16880,50000,1,2,1,45,50297
16881,50000,1,2,1,39,26094
16882,1.00E+05,1,0,2,37,7642
16883,150000,1,2,2,38,6682
16884,290000,1,1,1,36,0
16885,20000,1,2,2,37,15612
16886,50000,1,2,1,33,49916
16887,80000,1,2,1,39,37712
16888,140000,1,2,1,42,139227
16889,260000,1,2,2,33,19152
16890,150000,1,1,2,37,36148
16891,3.00E+05,1,2,2,37,11669
16892,120000,1,1,2,33,0
16893,90000,1,2,2,38,17621
16894,2.00E+05,1,1,1,42,0
16895,140000,1,1,2,32,46134
16896,50000,1,2,1,45,49436
16897,2.00E+05,1,0,2,40,0
16898,280000,1,1,2,33,167272
16899,430000,1,1,2,34,416678
16900,190000,1,3,1,34,187780
16901,50000,1,3,2,38,38811
16902,110000,1,2,2,40,106455
16903,20000,1,3,2,46,9784
16904,1.00E+05,1,3,2,45,10380
16905,370000,1,1,2,37,12913
16906,320000,1,4,2,36,2860
16907,80000,1,1,1,33,45524
16908,1.00E+05,1,1,1,35,0
16909,180000,1,2,1,42,26883
16910,90000,1,3,1,46,91092
16911,170000,1,2,1,39,142509
16912,80000,1,2,1,50,72269
16913,20000,1,3,1,50,19657
16914,50000,1,2,2,60,51078
16915,20000,1,2,2,50,10056
16916,390000,1,1,1,64,38383
16917,80000,1,3,1,59,78651
16918,350000,1,2,1,51,343842
16919,320000,1,1,1,51,483184
16920,50000,1,3,1,52,36428
16921,260000,1,2,1,62,390
16922,2.00E+05,1,2,1,55,169287
16923,30000,1,2,1,49,390
16924,20000,1,2,2,55,7357
16925,320000,1,2,1,50,277884
16926,30000,1,3,3,52,23819
16927,90000,1,3,2,50,80926
16928,180000,1,2,1,52,360
16929,50000,1,1,2,50,47155
16930,60000,1,2,1,52,58682
16931,50000,1,2,2,53,48353
16932,50000,1,3,1,55,390
16933,20000,1,3,1,53,2255
16934,80000,1,3,1,53,9637
16935,350000,1,1,1,58,500
16936,2.00E+05,1,2,1,52,150603
16937,360000,1,2,1,50,28595
16938,20000,1,3,2,59,16357
16939,90000,1,3,1,55,30789
16940,370000,1,3,2,66,258397
16941,180000,1,1,2,51,134327
16942,20000,1,3,3,59,15281
16943,30000,1,1,1,57,22957
16944,60000,1,3,1,54,58432
16945,330000,1,2,1,52,120212
16946,230000,1,2,1,51,204643
16947,50000,1,3,1,57,18275
16948,30000,1,5,1,56,29060
16949,80000,1,1,1,53,39298
16950,50000,1,2,1,58,8728
16951,10000,1,2,1,50,10171
16952,170000,1,5,1,56,86229
16953,50000,1,2,1,61,390
16954,20000,1,3,2,57,9918
16955,20000,1,2,2,50,1956
16956,190000,1,3,1,50,102648
16957,270000,1,1,1,50,213616
16958,480000,1,2,2,51,2900
16959,380000,1,3,1,52,145445
16960,20000,1,3,1,49,10823
16961,50000,1,2,1,48,42807
16962,280000,1,3,1,52,247868
16963,240000,1,1,1,65,146696
16964,110000,1,2,1,54,55753
16965,2.00E+05,1,1,1,53,66012
16966,140000,1,1,1,56,1862
16967,260000,1,1,1,53,73223
16968,130000,1,2,2,57,4820
16969,50000,1,3,1,54,37238
16970,3.00E+05,1,1,2,55,390
16971,30000,1,3,1,54,29391
16972,50000,1,3,2,58,14628
16973,450000,1,1,1,67,0
16974,170000,2,2,2,27,48947
16975,60000,2,2,2,29,40351
16976,30000,2,3,2,26,30244
16977,2.00E+05,2,1,2,28,3494
16978,30000,2,2,1,30,28720
16979,1.00E+05,2,1,1,30,0
16980,30000,2,3,1,35,29622
16981,150000,2,3,2,24,66347
16982,210000,2,1,2,25,100
16983,3.00E+05,2,1,2,28,788
16984,50000,2,3,2,22,18108
16985,360000,2,2,1,33,21730
16986,240000,2,1,2,28,233441
16987,260000,2,1,2,30,893
16988,140000,2,1,1,33,55563
16989,10000,2,1,2,21,8278
16990,50000,2,3,2,22,46811
16991,50000,2,2,2,22,37253
16992,50000,2,2,2,22,36665
16993,140000,2,1,2,23,90289
16994,20000,2,2,2,27,7486
16995,50000,2,2,2,24,48690
16996,30000,2,3,2,23,15947
16997,50000,2,2,2,22,8585
16998,130000,2,2,2,23,0
16999,80000,2,1,2,23,390
17000,30000,2,2,2,21,28028
17001,50000,2,2,2,22,24775
17002,20000,2,2,2,22,3843
17003,90000,2,3,2,22,68663
17004,30000,2,1,2,22,29362
17005,50000,2,2,2,22,19091
17006,150000,2,1,2,24,0
17007,20000,2,3,1,24,10994
17008,30000,2,1,2,24,30900
17009,50000,2,2,2,24,49397
17010,4.00E+05,2,1,2,30,153655
17011,20000,2,2,2,23,16027
17012,70000,2,2,2,23,72306
17013,20000,2,1,2,23,6916
17014,30000,2,1,2,23,27013
17015,30000,2,2,2,23,28138
17016,80000,2,1,2,24,48597
17017,80000,2,1,2,24,78862
17018,40000,2,2,2,24,33370
17019,70000,2,2,2,23,44830
17020,10000,2,1,2,22,6967
17021,60000,2,2,1,24,61434
17022,50000,2,1,2,22,4434
17023,80000,2,2,2,23,6805
17024,70000,2,1,2,23,7668
17025,30000,2,3,2,22,8922
17026,30000,2,2,2,22,27201
17027,20000,2,2,2,25,18825
17028,50000,2,1,2,25,390
17029,30000,2,2,2,29,26953
17030,50000,2,2,2,24,50649
17031,50000,2,1,2,22,42611
17032,50000,2,3,2,23,41740
17033,50000,2,1,2,23,0
17034,10000,2,1,2,23,2400
17035,10000,2,2,1,24,6902
17036,110000,2,2,2,24,1183
17037,140000,2,2,2,24,34814
17038,20000,2,1,2,24,19000
17039,30000,2,1,2,24,25288
17040,1.00E+05,2,2,2,24,93330
17041,20000,2,1,2,24,1150
17042,190000,2,2,2,25,26023
17043,3.00E+05,2,2,2,24,26158
17044,50000,2,2,1,26,46800
17045,30000,2,3,2,26,30467
17046,20000,2,1,2,25,4541
17047,60000,2,2,2,25,3075
17048,70000,2,2,1,25,67574
17049,60000,2,2,1,24,34708
17050,60000,2,2,1,25,33598
17051,30000,2,2,2,22,31331
17052,1.00E+05,2,2,1,24,68371
17053,70000,2,3,2,25,70963
17054,20000,2,2,2,22,38391
17055,50000,2,2,2,22,38340
17056,50000,2,3,1,22,40247
17057,30000,2,2,1,22,14533
17058,30000,2,3,2,22,29793
17059,30000,2,2,2,22,25490
17060,60000,2,2,2,23,58900
17061,20000,2,2,1,22,19667
17062,50000,2,3,2,23,50653
17063,30000,2,1,2,24,28049
17064,30000,2,1,2,23,29047
17065,70000,2,1,2,24,19200
17066,1.00E+05,2,2,2,24,101614
17067,1.00E+05,2,2,2,24,7094
17068,250000,2,2,2,25,5211
17069,130000,2,2,1,25,127125
17070,50000,2,1,2,25,49052
17071,250000,2,2,2,26,124353
17072,50000,2,2,1,26,50604
17073,50000,2,1,2,25,38487
17074,230000,2,2,2,24,0
17075,2.00E+05,2,2,2,25,175435
17076,50000,2,2,2,23,46968
17077,1.00E+05,2,2,2,24,85016
17078,140000,2,2,2,24,99012
17079,20000,2,2,2,24,13542
17080,1.00E+05,2,2,2,25,87987
17081,240000,2,2,2,25,9030
17082,20000,2,2,2,25,18519
17083,50000,2,1,2,25,45342
17084,50000,2,1,2,25,25008
17085,60000,2,2,2,25,36081
17086,10000,2,2,2,22,6759
17087,30000,2,1,2,23,26185
17088,30000,2,1,2,23,21077
17089,60000,2,1,2,23,13233
17090,80000,2,2,2,25,78894
17091,130000,2,2,2,25,111587
17092,30000,2,2,2,25,17835
17093,60000,2,2,2,23,57097
17094,80000,2,2,1,24,74377
17095,230000,2,2,2,24,78737
17096,80000,2,1,2,25,72120
17097,70000,2,1,2,24,70888
17098,220000,2,2,1,25,142714
17099,50000,2,2,2,25,44894
17100,210000,2,2,2,24,45685
17101,60000,2,2,2,24,150
17102,30000,2,2,1,25,29304
17103,50000,2,2,2,24,43627
17104,50000,2,2,1,24,23996
17105,80000,2,1,2,26,37329
17106,60000,2,3,1,25,60340
17107,20000,2,2,2,25,15389
17108,50000,2,3,1,26,47095
17109,260000,2,1,2,27,23820
17110,170000,2,2,2,27,414
17111,20000,2,2,2,27,15248
17112,20000,2,2,1,26,20224
17113,130000,2,2,1,26,2783
17114,70000,2,2,1,25,70940
17115,120000,2,1,2,26,594
17116,210000,2,1,2,26,10401
17117,50000,2,2,1,27,40491
17118,30000,2,1,2,27,26951
17119,150000,2,2,2,27,140947
17120,3.00E+05,2,3,2,27,105786
17121,150000,2,2,2,27,0
17122,30000,2,2,1,27,25557
17123,50000,2,2,2,27,48492
17124,80000,2,1,2,26,78025
17125,80000,2,2,1,26,13465
17126,60000,2,2,2,26,0
17127,2.00E+05,2,1,1,27,0
17128,280000,2,2,2,31,147646
17129,50000,2,2,2,24,47608
17130,80000,2,2,2,24,22453
17131,50000,2,2,2,23,33243
17132,20000,2,1,2,24,18916
17133,80000,2,1,2,24,39813
17134,20000,2,3,1,27,16004
17135,110000,2,2,2,28,106202
17136,50000,2,1,2,28,31392
17137,130000,2,3,2,24,90141
17138,20000,2,1,2,25,1828
17139,130000,2,2,2,25,836
17140,50000,2,3,2,25,41641
17141,50000,2,2,2,25,33586
17142,130000,2,2,2,26,187600
17143,80000,2,2,1,26,32183
17144,230000,2,2,1,28,1736
17145,5.00E+05,2,1,2,28,6618
17146,160000,2,1,2,27,124573
17147,150000,2,2,1,27,5560
17148,60000,2,2,2,27,45373
17149,50000,2,1,2,27,19096
17150,10000,2,1,1,27,6031
17151,140000,2,1,2,28,9598
17152,180000,2,1,2,30,112106
17153,260000,2,1,2,28,85666
17154,90000,2,2,1,27,81701
17155,20000,2,2,1,29,18985
17156,30000,2,3,1,26,8893
17157,420000,2,2,2,26,62364
17158,230000,2,2,2,27,326
17159,90000,2,2,1,28,59694
17160,210000,2,2,1,27,170646
17161,230000,2,2,2,27,73521
17162,1.00E+05,2,2,2,30,85841
17163,20000,2,3,1,30,12304
17164,20000,2,3,2,27,20288
17165,150000,2,3,2,28,35199
17166,180000,2,1,2,29,10265
17167,20000,2,1,2,26,17921
17168,280000,2,1,2,27,18641
17169,50000,2,3,2,26,46879
17170,50000,2,3,2,26,35988
17171,1.00E+05,2,2,2,26,6631
17172,10000,2,2,2,27,5150
17173,90000,2,1,2,27,85822
17174,120000,2,1,2,29,1914
17175,250000,2,2,2,29,252354
17176,180000,2,1,2,29,9418
17177,350000,2,2,2,29,209234
17178,250000,2,2,2,31,1242
17179,140000,2,2,1,29,100064
17180,50000,2,1,2,28,390
17181,150000,2,1,2,28,145096
17182,160000,2,1,2,28,4122
17183,130000,2,3,1,28,29974
17184,340000,2,2,1,26,95878
17185,260000,2,2,2,26,16150
17186,110000,2,1,2,26,38920
17187,4.00E+05,2,1,2,29,7191
17188,70000,2,1,2,29,40048
17189,20000,2,3,1,31,14320
17190,60000,2,2,1,28,17942
17191,80000,2,1,2,29,54313
17192,150000,2,2,1,31,101425
17193,2.00E+05,2,5,2,29,9383
17194,110000,2,1,2,29,316
17195,450000,2,2,2,29,371724
17196,160000,2,2,2,29,21898
17197,150000,2,2,2,28,49278
17198,30000,2,1,1,28,30497
17199,160000,2,2,2,29,1194
17200,140000,2,1,2,29,51822
17201,50000,2,1,2,28,5953
17202,390000,2,1,2,27,393415
17203,3.00E+05,2,2,1,28,16666
17204,50000,2,2,2,29,43629
17205,70000,1,2,2,29,0
17206,170000,2,2,2,28,44996
17207,160000,2,3,1,45,227
17208,50000,2,1,2,27,34044
17209,50000,2,2,1,28,38612
17210,90000,2,1,2,28,2780
17211,2.00E+05,2,1,2,25,8926
17212,20000,2,2,2,26,15700
17213,50000,2,2,1,30,31079
17214,50000,2,2,1,24,12744
17215,60000,2,3,2,26,27402
17216,30000,2,2,1,33,11042
17217,360000,2,3,2,30,780
17218,20000,2,2,2,22,15513
17219,30000,2,2,2,23,18497
17220,80000,2,2,2,25,47369
17221,20000,2,2,1,22,16366
